"Sales
 Rank",Segment,Make,Model,Bodystyle,Category,12 Month Average,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25,Jul-25,Aug-25,Sep-25
108,PU/CC 4X4,GWM,Cannon Alpha,Dual Cab Pick Up,Segment Share,1.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.00%,0.01%,0.35%,0.94%,1.30%,0.87%,1.07%,1.08%,1.12%,1.22%,0.87%,0.64%,0.80%,1.27%,1.08%,1.49%,1.24%,
108,PU/CC 4X4,GWM,Cannon Alpha,Dual Cab Pick Up,Retail Offer,,,,,,,,,,,,,,,,Driveaway,Servicing,Servicing,Driveaway,Cash Back,Cash Back,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway
108,PU/CC 4X4,GWM,Cannon Alpha,Dual Cab Pick Up,High CPV,"$6,710",,,,,,,,,,,,,,,"$5,240","$6,380","$6,380","$8,240","$5,000","$5,000","$9,000","$9,000","$9,000","$5,285","$5,285","$5,285"
108,PU/CC 4X4,GWM,Cannon Alpha,Dual Cab Pick Up,Low CPV,"$2,286",,,,,,,,,,,,,,,"$2,000","$2,000","$2,000","$2,000","$2,000","$2,000","$1,000","$1,000","$1,000","$5,075","$5,075",
108,PU/CC 4X4,GWM,Cannon Alpha,Dual Cab Pick Up,High RRP,"$65,573",,,,,,,,,,"$64,990","$64,990","$64,990","$64,990","$64,990","$62,990","$62,990","$62,990","$62,990","$68,990","$68,990","$66,990","$66,990","$67,990","$64,990","$64,990","$64,990"
108,PU/CC 4X4,GWM,Cannon Alpha,Dual Cab Pick Up,Low RRP,"$51,490",,,,,,,,,,"$51,990","$51,990","$51,990","$51,990","$51,990","$49,990","$49,990","$49,990","$49,990","$51,990","$51,990","$51,990","$51,990","$51,990","$52,990","$52,990","$52,990"
108,PU/CC 4X4,GWM,Cannon Alpha,Dual Cab Pick Up,Model Launch,,,,,,,,,,,,,,,,,,,,,,,,,,,Facelift
109,PU/CC > $100K,RAM,1500,Dual Cab Pick Up,Sales,244,457,586,308,309,283,290,283,313,276,207,341,249,232,241,258,272,277,212,224,211,226,223,279,281,221,
109,PU/CC > $100K,RAM,1500,Dual Cab Pick Up,Segment Share,31.29%,57.71%,59.56%,43.20%,41.19%,35.15%,38.37%,31.50%,32.30%,31.83%,30.74%,37.59%,30.19%,24.74%,29.76%,29.08%,29.60%,23.84%,25.82%,28.57%,27.58%,35.32%,37.79%,35.18%,38.81%,34.16%,
109,PU/CC > $100K,RAM,1500,Dual Cab Pick Up,Retail Offer,,Driveaway,Driveaway,,,,Driveaway,Driveaway,Driveaway,Driveaway,Finance,Finance,Servicing,Servicing,Servicing,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Accessory,On-Roads,On-Roads,On-Roads,On-Roads,On-Roads,On-Roads
109,PU/CC > $100K,RAM,1500,Dual Cab Pick Up,High CPV,"$15,449","$7,297","$7,297",,,,"$8,557","$8,557","$8,557","$8,557","$2,197","$2,866","$16,017","$16,017","$16,017","$13,557","$13,557","$13,557","$13,557","$13,557","$3,500","$19,617","$19,617","$19,617","$19,617","$19,617","$19,617"
109,PU/CC > $100K,RAM,1500,Dual Cab Pick Up,Low CPV,"$6,342","$7,297","$7,297",,,,"$8,557","$8,557","$8,557","$8,557","$2,179","$1,815","$8,437","$11,917","$11,917","$9,637","$9,637","$9,637","$9,637","$9,637","$3,500","$2,500","$2,500","$2,500","$2,500","$2,500",
109,PU/CC > $100K,RAM,1500,Dual Cab Pick Up,High RRP,"$249,950","$224,950","$224,950","$224,950","$224,950","$224,950","$224,950","$224,950","$224,950","$249,950","$249,950","$249,950","$249,950","$249,950","$249,950","$249,950","$249,950","$249,950","$249,950","$249,950","$249,950","$249,950","$249,950","$249,950","$249,950","$249,950","$249,950"
109,PU/CC > $100K,RAM,1500,Dual Cab Pick Up,Low RRP,"$85,950","$85,950","$85,950","$85,950","$85,950","$85,950","$85,950","$85,950","$85,950","$85,950","$85,950","$85,950","$85,950","$85,950","$85,950","$85,950","$85,950","$85,950","$85,950","$85,950","$85,950","$85,950","$85,950","$85,950","$85,950","$85,950","$85,950"
109,PU/CC > $100K,RAM,1500,Dual Cab Pick Up,Model Launch,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,SUV Small < $45K,Mitsubishi,Eclipse Cross,SUV,Sales,528,678,781,609,587,602,882,862,1131,652,920,959,637,582,751,629,627,589,625,738,789,320,439,351,262,221,
110,SUV Small < $45K,Mitsubishi,Eclipse Cross,SUV,Segment Share,4.21%,4.98%,6.09%,4.89%,5.03%,6.12%,7.91%,6.82%,8.81%,5.96%,7.70%,7.17%,5.46%,5.49%,6.85%,5.62%,4.98%,5.48%,5.27%,5.35%,5.52%,2.66%,3.15%,2.21%,1.95%,1.53%,
110,SUV Small < $45K,Mitsubishi,Eclipse Cross,SUV,Retail Offer,,Limited Edition,Driveaway,Driveaway,Driveaway,Driveaway,Factory Bonus,Factory Bonus,Factory Bonus,Factory Bonus,Factory Bonus,Factory Bonus,Factory Bonus,Factory Bonus,Gift Card;Driveaway;Servicing,Factory Bonus,Factory Bonus,Factory Bonus,Factory Bonus,Factory Bonus,Factory Bonus,Factory Bonus,,Driveaway,Servicing,Servicing,Cash Back
110,SUV Small < $45K,Mitsubishi,Eclipse Cross,SUV,High CPV,"$4,237",$545,"$1,795","$1,795","$1,795","$1,795","$2,000","$3,610","$3,610","$3,610","$3,610","$3,610","$3,610","$3,610","$3,950","$3,610","$3,610","$3,610","$3,810","$3,810","$3,810","$2,984",,"$5,045","$6,185","$6,185","$7,545"
110,SUV Small < $45K,Mitsubishi,Eclipse Cross,SUV,Low CPV,"$2,145",,$769,$969,$969,$969,$969,$295,$295,$784,$295,$295,$295,$295,"$1,295",$795,$795,$995,$795,"$1,295","$1,295",$305,,"$4,584","$5,724","$5,724",
110,SUV Small < $45K,Mitsubishi,Eclipse Cross,SUV,High RRP,"$56,490","$55,990","$55,990","$55,990","$55,990","$55,990","$55,990","$56,490","$56,490","$56,490","$56,490","$56,490","$56,490","$56,490","$56,490","$56,490","$56,490","$56,490","$56,490","$56,490","$56,490","$56,490","$56,490","$56,490","$56,490","$56,490","$56,490"
110,SUV Small < $45K,Mitsubishi,Eclipse Cross,SUV,Low RRP,"$31,990","$31,490","$31,490","$31,490","$31,490","$31,490","$31,490","$31,990","$31,990","$31,990","$31,990","$31,990","$31,990","$31,990","$31,990","$31,990","$31,990","$31,990","$31,990","$31,990","$31,990","$31,990","$31,990","$31,990","$31,990","$31,990","$31,990"
110,SUV Small < $45K,Mitsubishi,Eclipse Cross,SUV,Model Launch,,,,,,,,,,Facelift,,,,New Variant,,,,,,New Variant,,,,,,,
111,SUV Medium > $60K,Volkswagen,ID. 4,SUV,Sales,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,107,57,1,1,149,219,
111,SUV Medium > $60K,Volkswagen,ID. 4,SUV,Segment Share,1.24%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.30%,0.26%,2.40%,1.68%,0.02%,0.02%,3.85%,6.37%,
111,SUV Medium > $60K,Volkswagen,ID. 4,SUV,Retail Offer,,,,,,,,,,,,,,,,,,,,,,,,,,Servicing,Servicing
111,SUV Medium > $60K,Volkswagen,ID. 4,SUV,High CPV,"$2,280",,,,,,,,,,,,,,,,,,,,,,,,,"$2,280","$2,280"
111,SUV Medium > $60K,Volkswagen,ID. 4,SUV,Low CPV,"$2,280",,,,,,,,,,,,,,,,,,,,,,,,,"$2,280",
111,SUV Medium > $60K,Volkswagen,ID. 4,SUV,High RRP,"$65,704",,,,,,,,,,,,,,,,,,,"$59,990","$59,990","$59,990","$69,990","$69,990","$69,990","$69,990","$69,990"
111,SUV Medium > $60K,Volkswagen,ID. 4,SUV,Low RRP,"$59,990",,,,,,,,,,,,,,,,,,,"$59,990","$59,990","$59,990","$59,990","$59,990","$59,990","$59,990","$59,990"
111,SUV Medium > $60K,Volkswagen,ID. 4,SUV,Model Launch,,,,,,Tech Change,,,,,,,,,,,,,,,,,Facelift,,,New Variant,
112,Light < $30K,Toyota,Yaris,Hatchback,Sales,213,222,206,205,199,211,192,9,108,393,395,256,215,179,130,124,129,133,189,216,315,260,321,223,292,218,
112,Light < $30K,Toyota,Yaris,Hatchback,Segment Share,12.43%,8.16%,7.65%,7.56%,7.74%,12.42%,9.33%,0.48%,5.29%,19.30%,16.71%,10.00%,7.77%,8.35%,6.27%,6.06%,6.48%,5.63%,8.57%,10.51%,15.37%,17.98%,18.47%,12.95%,22.38%,18.50%,
112,Light < $30K,Toyota,Yaris,Hatchback,Retail Offer,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Light < $30K,Toyota,Yaris,Hatchback,High CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Light < $30K,Toyota,Yaris,Hatchback,Low CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Light < $30K,Toyota,Yaris,Hatchback,High RRP,"$61,340","$56,390","$56,390","$56,390","$56,390","$56,390","$56,390","$56,390","$56,390","$56,390","$56,390","$56,390","$56,390","$56,390","$56,390","$56,390","$56,390","$62,990","$62,990","$62,990","$62,990","$62,990","$62,990","$62,990","$62,990","$62,990","$62,990"
112,Light < $30K,Toyota,Yaris,Hatchback,Low RRP,"$25,880","$24,800","$24,800","$24,800","$24,800","$24,800","$24,800","$24,800","$24,800","$24,800","$25,880","$25,880","$25,880","$25,880","$25,880","$25,880","$25,880","$25,880","$25,880","$25,880","$25,880","$25,880","$25,880","$25,880","$25,880","$25,880","$25,880"
112,Light < $30K,Toyota,Yaris,Hatchback,Model Launch,,,,,,,,,,,,New Model,New Variant,,,,,,New Variant,,,,,,,,
113,SUV Medium < $60K,MG,MG HS,SUV,Sales,402,388,347,1047,758,467,281,286,297,261,279,214,245,424,463,780,464,558,270,405,463,338,277,329,276,206,
113,SUV Medium < $60K,MG,MG HS,SUV,Segment Share,2.08%,2.20%,1.90%,5.97%,4.19%,3.02%,1.88%,1.63%,1.37%,1.46%,1.44%,1.04%,1.26%,1.99%,2.36%,4.10%,2.46%,2.84%,1.53%,2.15%,2.17%,2.01%,1.51%,1.49%,1.30%,1.04%,
113,SUV Medium < $60K,MG,MG HS,SUV,Retail Offer,,Rebate,Gift,Cash Back;Servicing,,,,Factory Bonus,Factory Bonus,Driveaway,,,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,,,,Factory Bonus,Driveaway,Factory Bonus,Finance,Finance,Finance,Driveaway
113,SUV Medium < $60K,MG,MG HS,SUV,High CPV,"$3,907","$4,000","$4,700","$6,840",,,,"$5,000","$5,000","$3,700",,,"$7,000","$6,000","$6,000","$5,000","$5,000",,,,"$4,411","$4,603","$2,000","$3,300","$3,300","$1,552","$1,000"
113,SUV Medium < $60K,MG,MG HS,SUV,Low CPV,"$2,462",$50,"$1,050","$1,050",,,,"$1,000","$1,500",,,,"$2,000","$3,000","$5,000","$4,000","$4,000",,,,"$2,000","$1,309","$2,000",$897,"$2,736",$211,
113,SUV Medium < $60K,MG,MG HS,SUV,High RRP,"$44,091","$53,690","$53,690","$53,690","$53,690","$53,690","$53,690","$53,690","$53,690","$46,690","$46,690","$46,690","$53,690","$53,690","$43,990","$43,990","$43,990","$43,990","$43,990","$43,990","$44,593","$44,593","$43,990","$43,990","$43,990","$43,990","$43,990"
113,SUV Medium < $60K,MG,MG HS,SUV,Low RRP,"$30,990","$30,990","$30,990","$30,990","$30,990","$30,990","$30,990","$30,990","$30,990","$29,990","$29,990","$29,990","$30,990","$30,990","$30,990","$30,990","$30,990","$30,990","$30,990","$30,990","$30,990","$30,990","$30,990","$30,990","$30,990","$30,990","$30,990"
113,SUV Medium < $60K,MG,MG HS,SUV,Model Launch,,,,,,,,,,,,,,,,,,,,,,,,,New Variant,,
114,SUV Large < $80K,Volkswagen,Tiguan Allspace,SUV,Sales,329,348,309,313,350,506,367,444,454,375,482,374,218,178,235,333,343,408,446,322,324,263,342,395,328,203,
114,SUV Large < $80K,Volkswagen,Tiguan Allspace,SUV,Segment Share,2.88%,3.10%,2.70%,2.58%,2.94%,4.57%,3.53%,4.35%,4.24%,3.80%,4.57%,3.45%,2.15%,2.01%,2.46%,3.53%,2.74%,3.48%,4.36%,3.10%,2.53%,2.48%,2.60%,2.75%,2.75%,1.81%,
114,SUV Large < $80K,Volkswagen,Tiguan Allspace,SUV,Retail Offer,,,,,Finance,Finance,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Factory Bonus,Factory Bonus,Factory Bonus,Factory Bonus,Finance,Finance,Finance,Finance,Finance,Finance,,Finance,Finance,Finance,Driveaway,Driveaway
114,SUV Large < $80K,Volkswagen,Tiguan Allspace,SUV,High CPV,"$6,602",,,,$227,$444,"$4,738","$4,738","$4,738","$4,738","$3,717","$5,717","$5,717","$5,717","$5,717","$8,006","$8,074","$8,014","$8,013","$8,013","$8,321",,"$6,007","$5,712","$2,977","$3,768","$3,768"
114,SUV Large < $80K,Volkswagen,Tiguan Allspace,SUV,Low CPV,"$1,561",,,,$183,$357,$721,$721,$721,$721,$721,$163,$472,$472,$472,"$1,812","$1,873","$1,819",$894,$894,"$1,176",,"$2,627","$2,209","$1,385","$2,009",
114,SUV Large < $80K,Volkswagen,Tiguan Allspace,SUV,High RRP,"$63,990","$62,390","$62,390","$62,390","$63,090","$63,090","$63,090","$63,090","$63,090","$63,090","$63,990","$63,990","$63,990","$63,990","$63,990","$63,990","$63,990","$63,990","$63,990","$63,990","$63,990","$63,990","$63,990","$63,990","$63,990","$63,990","$63,990"
114,SUV Large < $80K,Volkswagen,Tiguan Allspace,SUV,Low RRP,"$43,990","$44,590","$44,590","$44,590","$44,890","$44,890","$44,890","$44,890","$44,890","$44,890","$43,990","$43,990","$43,990","$43,990","$43,990","$43,990","$43,990","$43,990","$43,990","$43,990","$43,990","$43,990","$43,990","$43,990","$43,990","$43,990","$43,990"
114,SUV Large < $80K,Volkswagen,Tiguan Allspace,SUV,Model Launch,,,,,,,,,,,,,,,,,Facelift,,,,,,,,,,
115,SUV Large > $80K,Land Rover,Range Rover Sport,SUV,Sales,184,294,199,258,181,195,180,133,191,180,207,349,194,159,145,109,206,153,83,170,246,194,225,312,159,202,
115,SUV Large > $80K,Land Rover,Range Rover Sport,SUV,Segment Share,8.33%,10.42%,7.47%,9.70%,6.45%,7.79%,10.08%,6.52%,8.27%,9.00%,8.90%,14.87%,9.27%,7.68%,6.41%,5.14%,10.29%,7.66%,6.04%,8.50%,9.38%,9.42%,9.39%,10.75%,7.23%,9.79%,
115,SUV Large > $80K,Land Rover,Range Rover Sport,SUV,Retail Offer,,,,,,,,,,Limited Edition;Finance,Limited Edition;Finance,Limited Edition;Finance,Finance,Finance,Finance,,,,Limited Edition;Rebate,Limited Edition;Rebate,Limited Edition;Rebate,Rebate,Rebate,Rebate,Rebate,Rebate,Rebate
115,SUV Large > $80K,Land Rover,Range Rover Sport,SUV,High CPV,"$7,831",,,,,,,,,"$8,880","$8,159","$8,195","$5,486","$5,501","$5,482",,,,"$5,000","$5,000","$5,000","$10,000","$10,000","$10,000","$10,000","$10,000","$10,000"
115,SUV Large > $80K,Land Rover,Range Rover Sport,SUV,Low CPV,"$4,873",,,,,,,,,"$4,335","$3,983","$4,067","$4,049","$4,060","$3,857",,,,"$5,000","$5,000","$5,000","$5,000","$5,000","$5,000","$5,000","$5,000",
115,SUV Large > $80K,Land Rover,Range Rover Sport,SUV,High RRP,"$360,800","$360,800","$360,800","$360,800","$360,800","$360,800","$360,800","$360,800","$360,800","$360,800","$360,800","$360,800","$360,800","$360,800","$360,800","$360,800","$360,800","$360,800","$360,800","$360,800","$360,800","$360,800","$360,800","$360,800","$360,800","$360,800","$360,800"
115,SUV Large > $80K,Land Rover,Range Rover Sport,SUV,Low RRP,"$139,000","$143,600","$143,600","$143,600","$143,600","$143,600","$143,600","$143,600","$143,600","$143,600","$143,600","$146,000","$146,000","$146,000","$139,000","$139,000","$139,000","$139,000","$139,000","$139,000","$139,000","$139,000","$139,000","$139,000","$139,000","$139,000","$139,000"
115,SUV Large > $80K,Land Rover,Range Rover Sport,SUV,Model Launch,,,,,,,,,,,,,Tech Change,Limited Edition,,,,Limited Edition,,,,,,,,,New Model
116,SUV Large > $80K,Lexus,RX,SUV,Sales,174,295,286,234,174,157,158,187,164,168,183,170,208,154,158,176,145,204,116,118,161,190,178,245,202,200,
116,SUV Large > $80K,Lexus,RX,SUV,Segment Share,8.10%,10.44%,10.72%,8.80%,6.18%,6.28%,8.84%,9.17%,7.11%,8.40%,7.87%,7.25%,9.94%,7.43%,6.99%,8.28%,7.24%,10.23%,8.45%,5.90%,6.13%,9.22%,7.43%,8.43%,9.17%,9.70%,
116,SUV Large > $80K,Lexus,RX,SUV,Retail Offer,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,SUV Large > $80K,Lexus,RX,SUV,High CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,SUV Large > $80K,Lexus,RX,SUV,Low CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,SUV Large > $80K,Lexus,RX,SUV,High RRP,"$127,882","$124,675","$124,675","$124,675","$124,675","$124,675","$124,675","$128,050","$128,050","$128,050","$128,050","$128,050","$128,050","$127,434","$127,434","$127,434","$127,434","$127,434","$127,700","$127,700","$127,700","$127,700","$127,700","$127,700","$127,700","$130,950","$130,950"
116,SUV Large > $80K,Lexus,RX,SUV,Low RRP,"$86,513","$86,513","$86,513","$86,513","$86,513","$86,513","$86,513","$86,513","$86,513","$86,513","$86,513","$86,513","$86,513","$86,513","$86,513","$86,513","$86,513","$86,513","$86,513","$86,513","$86,513","$86,513","$86,513","$86,513","$86,513","$86,513","$86,513"
116,SUV Large > $80K,Lexus,RX,SUV,Model Launch,,,,,,,,,,,,,,,,,Facelift,,,,,,,,,,
117,PU/CC 4X4,Mazda,BT-50,Dual Cab Chassis,Sales,253,274,256,275,357,272,244,270,253,255,309,353,248,345,274,314,291,290,299,282,244,178,254,225,185,198,
117,PU/CC 4X4,Mazda,BT-50,Dual Cab Chassis,Segment Share,1.52%,1.47%,1.40%,1.37%,1.70%,1.31%,1.52%,1.51%,1.43%,1.58%,1.62%,1.67%,1.54%,2.05%,1.70%,1.93%,1.94%,1.96%,2.12%,1.71%,1.28%,1.13%,1.40%,0.91%,1.07%,1.06%,
117,PU/CC 4X4,Mazda,BT-50,Dual Cab Chassis,Retail Offer,,,,,On-Roads,,,,Factory Bonus,Factory Bonus,,,,,,,,,,Factory Bonus,,,,,,,
117,PU/CC 4X4,Mazda,BT-50,Dual Cab Chassis,High CPV,"$1,500",,,,"$2,669",,,,"$2,000","$1,200",,,,,,,,,,"$1,500",,,,,,,
117,PU/CC 4X4,Mazda,BT-50,Dual Cab Chassis,Low CPV,"$1,500",,,,"$2,472",,,,,,,,,,,,,,,"$1,500",,,,,,,
117,PU/CC 4X4,Mazda,BT-50,Dual Cab Chassis,High RRP,"$63,726","$60,623","$60,623","$60,623","$60,623","$60,623","$60,623","$60,773","$60,773","$60,773","$61,260","$61,260","$61,260","$61,260","$61,260","$61,260","$61,260","$61,260","$63,070","$63,070","$63,070","$66,092","$66,092","$66,092","$66,092","$66,092","$66,092"
117,PU/CC 4X4,Mazda,BT-50,Dual Cab Chassis,Low RRP,"$51,330","$51,180","$51,180","$51,180","$51,180","$51,180","$51,180","$51,330","$51,330","$51,330","$51,330","$51,330","$51,330","$51,330","$51,330","$51,330","$51,330","$51,330","$51,330","$51,330","$51,330","$51,330","$51,330","$51,330","$51,330","$51,330","$51,330"
117,PU/CC 4X4,Mazda,BT-50,Dual Cab Chassis,Model Launch,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,SUV Medium > $60K,Volvo,XC60,SUV,Sales,140,174,178,141,159,231,147,164,157,258,196,222,143,139,110,81,148,140,82,175,194,131,142,133,148,193,
118,SUV Medium > $60K,Volvo,XC60,SUV,Segment Share,3.97%,2.82%,2.45%,3.57%,2.48%,5.43%,5.62%,3.49%,2.20%,6.87%,4.31%,3.38%,4.87%,4.84%,4.20%,3.06%,4.77%,3.74%,2.72%,5.12%,4.35%,3.86%,3.34%,3.05%,3.83%,5.63%,
118,SUV Medium > $60K,Volvo,XC60,SUV,Retail Offer,,Cash Back,Cash Back,,,,On-Roads,On-Roads,On-Roads,,On-Roads,On-Roads,Demonstrator;Servicing,,,Limited Edition;Finance,Limited Edition;Cash Back;Accessory;Servicing,Limited Edition;Cash Back;Accessory;Servicing,,Pack,Pack,Pack,Pack,,Driveaway,Driveaway,Driveaway
118,SUV Medium > $60K,Volvo,XC60,SUV,High CPV,"$7,199","$5,000","$5,000",,,,"$4,079","$4,079","$4,079",,"$4,079","$4,079","$1,140",,,"$3,293","$7,140","$7,140",,"$9,665","$9,665","$9,665","$9,665",,"$6,279","$2,279","$6,125"
118,SUV Medium > $60K,Volvo,XC60,SUV,Low CPV,"$5,597","$5,000","$5,000",,,,"$3,299","$3,299","$3,299",,"$3,299","$3,299","$1,140",,,"$2,354","$2,438","$2,365",,"$9,665","$9,665","$9,665","$9,665",,"$2,279","$2,279",
118,SUV Medium > $60K,Volvo,XC60,SUV,High RRP,"$103,990","$101,990","$101,990","$101,990","$101,990","$101,990","$101,990","$101,990","$101,990","$103,990","$103,990","$103,990","$103,990","$103,990","$103,990","$103,990","$103,990","$103,990","$103,990","$103,990","$103,990","$103,990","$103,990","$103,990","$103,990","$103,990","$103,990"
118,SUV Medium > $60K,Volvo,XC60,SUV,Low RRP,"$73,990","$72,990","$73,990","$73,990","$73,990","$73,990","$73,990","$73,990","$73,990","$73,990","$73,990","$73,990","$73,990","$73,990","$73,990","$73,990","$73,990","$73,990","$73,990","$73,990","$73,990","$73,990","$73,990","$73,990","$73,990","$73,990","$73,990"
118,SUV Medium > $60K,Volvo,XC60,SUV,Model Launch,,,Limited Edition,,,,,,,,,,,,,Limited Edition,Limited Edition,,,,,New Variant,,New Variant,,,
119,PU/CC 4X2,Toyota,HiLux,Dual Cab Pick Up,Sales,163,373,274,265,265,210,190,178,155,200,215,235,183,221,225,249,156,143,107,117,138,109,150,196,182,188,
119,PU/CC 4X2,Toyota,HiLux,Dual Cab Pick Up,Segment Share,8.25%,12.90%,10.52%,10.20%,9.35%,9.39%,9.06%,7.20%,6.82%,8.66%,9.07%,9.59%,9.12%,10.44%,10.23%,11.79%,7.93%,8.53%,6.79%,7.06%,7.15%,6.44%,7.21%,7.80%,9.00%,9.01%,
119,PU/CC 4X2,Toyota,HiLux,Dual Cab Pick Up,Retail Offer,,,,,,,,,,,,,Finance,Finance,Finance,Finance,,,,,,,,,,,
119,PU/CC 4X2,Toyota,HiLux,Dual Cab Pick Up,High CPV,"$1,500",,,,,,,,,,,,"$1,500","$1,500","$1,500","$1,500",,,,,,,,,,,
119,PU/CC 4X2,Toyota,HiLux,Dual Cab Pick Up,Low CPV,"$1,500",,,,,,,,,,,,"$1,500","$1,500","$1,500","$1,500",,,,,,,,,,,
119,PU/CC 4X2,Toyota,HiLux,Dual Cab Pick Up,High RRP,"$57,610","$57,290","$57,290","$57,290","$57,290","$57,290","$57,610","$57,610","$57,610","$57,610","$57,610","$57,610","$57,610","$57,610","$57,610","$57,610","$57,610","$57,610","$57,610","$57,610","$57,610","$57,610","$57,610","$57,610","$57,610","$57,610","$57,610"
119,PU/CC 4X2,Toyota,HiLux,Dual Cab Pick Up,Low RRP,"$35,545","$35,545","$35,545","$35,545","$35,545","$35,545","$35,545","$35,545","$35,545","$35,545","$35,545","$35,545","$35,545","$35,545","$35,545","$35,545","$35,545","$35,545","$35,545","$35,545","$35,545","$35,545","$35,545","$35,545","$35,545","$35,545","$35,545"
119,PU/CC 4X2,Toyota,HiLux,Dual Cab Pick Up,Model Launch,,,,,Limited Edition,,,,,,New Model,,,,,,,,New Variant,,,,Limited Edition,,New Variant,,
120,PU/CC 4X2,Isuzu,D-Max,Single Cab Chassis,Sales,267,376,298,342,329,220,190,238,314,309,306,370,253,344,270,255,200,193,252,226,264,276,377,413,296,187,
120,PU/CC 4X2,Isuzu,D-Max,Single Cab Chassis,Segment Share,13.65%,13.02%,11.43%,13.16%,11.60%,9.84%,9.07%,9.63%,13.83%,13.37%,12.91%,15.09%,12.60%,16.25%,12.27%,12.07%,10.17%,11.54%,15.98%,13.65%,13.68%,16.32%,18.11%,16.43%,14.63%,8.97%,
120,PU/CC 4X2,Isuzu,D-Max,Single Cab Chassis,Retail Offer,,,,,,,,,,,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,,,
120,PU/CC 4X2,Isuzu,D-Max,Single Cab Chassis,High CPV,"$4,241",,,,,,,,,,"$4,541","$4,541","$4,541","$4,541","$4,541","$4,541","$4,541","$4,541","$4,041","$4,041","$4,041","$4,041","$4,041","$4,041",,,
120,PU/CC 4X2,Isuzu,D-Max,Single Cab Chassis,Low CPV,"$4,241",,,,,,,,,,"$4,541","$4,541","$4,541","$4,541","$4,541","$4,541","$4,541","$4,541","$4,041","$4,041","$4,041","$4,041","$4,041","$4,041",,,
120,PU/CC 4X2,Isuzu,D-Max,Single Cab Chassis,High RRP,"$36,700","$36,200","$36,200","$36,200","$36,200","$36,200","$36,200","$36,200","$36,200","$36,700","$36,700","$36,700","$36,700","$36,700","$36,700","$36,700","$36,700","$36,700","$36,700","$36,700","$36,700","$36,700","$36,700","$36,700","$36,700","$36,700","$36,700"
120,PU/CC 4X2,Isuzu,D-Max,Single Cab Chassis,Low RRP,"$32,700","$32,200","$32,200","$32,200","$32,200","$32,200","$32,200","$32,200","$32,200","$32,700","$32,700","$32,700","$32,700","$32,700","$32,700","$32,700","$32,700","$32,700","$32,700","$32,700","$32,700","$32,700","$32,700","$32,700","$32,700","$32,700","$32,700"
120,PU/CC 4X2,Isuzu,D-Max,Single Cab Chassis,Model Launch,,,,,,New Variant,,,,,,Facelift,,,,,,,,,,,,,,,
121,PU/CC 4X4,Ford,Ranger,Single Cab Chassis,Sales,161,133,104,123,110,265,92,112,164,174,233,213,179,175,203,225,155,155,96,162,159,138,158,169,132,185,
121,PU/CC 4X4,Ford,Ranger,Single Cab Chassis,Segment Share,0.95%,0.71%,0.57%,0.61%,0.52%,1.27%,0.58%,0.62%,0.93%,1.08%,1.22%,1.01%,1.11%,1.04%,1.26%,1.39%,1.04%,1.05%,0.68%,0.98%,0.83%,0.88%,0.87%,0.69%,0.76%,1.00%,
121,PU/CC 4X4,Ford,Ranger,Single Cab Chassis,Retail Offer,,,,,,,,,,,,Finance,,,Servicing,,,,,,,,,,,,
121,PU/CC 4X4,Ford,Ranger,Single Cab Chassis,High CPV,"$1,140",,,,,,,,,,,"$2,379",,,"$1,140",,,,,,,,,,,,
